OBJECTID,NOMBRE,DIRECCION,SUPERFICIE,PROPIEDAD_TERRENO,DETALLE_PROPIEDAD,ROL,USO_AREA_VERDE,DETALLE_USO_AREA_VERDE,AGNO_APERTURA,COSTO_CONSTRUCCION,FUENTE_FINANCIAMIENTO,DETALLE_FUENTE_FINANCIAMIENTO,ADMINISTRACION,DETALLE_ADMINISTRACION,COSTO_ANUAL_MANTENCION,SUMINISTRO_RIEGO,DETALLE_RIEGO,CONEXION_RED_AGUA,BAÑOS_ASISTENTES,BAÑOS_TRABAJADORES,NIVEL_CONSOLIDACION,TIPO_ACCESO_PUBLICO,COSTO_INGRESO,JUEGOS_INFANTILES,CANCHA_FUTBOL,MULTICANCHA,MAQUINAS_EJERCICIOS,ZONA_PICNIC,OTROS_EQUIPAMIENTOS,ESTACIONAMIENTOS_DISCAPACITADOS,BAÑO_DISCAPACITADOS,RUTA_ACCESIBLE,JUEGOS_ACCESIBLES,OBSERVACIONES,Capa,Programa,COM,REGION,PROVINCIA,Shape_Length,Shape_Area
716,PARQUE CENTRO CÍVICO,SAN PABLO /TENIENTE CRUZ / CORONA SUECA /LOS EDILES,90641.1052735,B.N.U.P,,,,,,,,,MUNICIPAL,,349147533,,,Sí,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,,No,No,No,No,Sí,ANFITEATRO 25.000 PERSONAS,Sí,No,Sí,No,BAIERTO SÓLO EN LAS MAÑANAS,Catastro Nacional de Parques Urbanos,Parques Urbanos,13124,13,131,0.0131556688242757,8.79068749772969e-06
717,CANCHAS SANTA ELVIRA,GABRIEL GARCIA,32069.66746855,OTRO,CLUB DEPORTIVO, ,Sí, ,0,0,OTRO,GORE,OTRO,Club deportivo,0,POZO, ,No,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13501,13,135,0.00770041363130976,3.11721578010255e-06
718,PLAZA DE ARMAS DE MELIPILLA,"CALLES ORTUZAR, SERRANO, MERCED Y ARTURO PRAT",12216.09033119,MUNICIPAL,NO HAY REGISTRO, ,Sí, ,2016,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,MOBILIARIO / ORFEON,No,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13501,13,135,0.0041320822671517,1.18751668088154e-06
719,PARQUE PLATABANDA LATERAL HUASCAR,CALLE HUASCAR HASTA ESQUINA CALLE CARDENAL CARO,5239.15389793,B.N.U.P.,NO HAY REGISTRO, ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13501,13,135,0.0130367991263356,5.09271372873909e-07
720,PLAZA RIQUELME,CALLE RIQUELME CON CORREA,5555.28844341,B.N.U.P.,NO HAY REGISTRO, ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13501,13,135,0.00339474325358533,5.40067075631102e-07
721,PARQUE ROBERTO BRUCE,GABRIEL GARCÍA/SALUSTIO HERNÁNDEZ PONIENTE,31806.38305848,B.N.U.P.,NO HAY REGISTRO, ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,No,No,NO,No,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13501,13,135,0.00708836642374444,3.09159648994735e-06
722,PLAZA LOS CARDENALES,CALLE LIBERTAD CON AV. LAS TORRES,11725.8620452,B.N.U.P.,NO HAY REGISTRO, ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13501,13,135,0.00496776467145319,1.13987226324018e-06
723,PLAZA CENTENARIO,"CALLES: ORTÚZAR, B. O’HIGGINS, SERRANO, LOS CARRERAS",14400.90694429,MUNICIPAL,NO HAY REGISTRO, ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí, , , , ,0,Sí,No,No,Sí,No,NO,No,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13501,13,135,0.00475279840059434,1.40004248538078e-06
724,PLAZA MAYOR,,10006.797271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13128,13,131,0.00421576243379985,9.70058675943479e-07
725,PARQUE LAS PALMERAS,AVENIDA JAIME GUZMÁN,156317.10001967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13128,13,131,0.0172410439582102,1.51530658567627e-05
726,PARQUE MUNICIPAL LA UNIÓN,CALLE RIQUELME CON BARROS ARANA,58015.86864604,MUNICIPAL, ,142-4,Sí, ,1974,0,MUNICIPAL, ,MUNICIPAL, ,27000000,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,Sí,PISCINAS,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,14201,14,142,0.0159801901783067,6.13139428871291e-06
727,MEJORAMIENTO EQUIPAMIENTO PLAZA 21 DE MAYO - RÍO BUENO,PATRICIO LINCH CON SAN MARTIN,12774.68352694,B.N.U.P, , ,Sí, ,2012,2010,MINVU,,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,PILETA,Sí,No,Sí,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,14204,14,142,0.00450769919934972,1.3511217953124e-06
728,PARQUE SAVAL,MANUEL H. AGÜERO S/N,350295.56575192,MUNICIPAL,NO APLICA,1202-2,Sí,NO APLICA,1988,0, , ,MUNICIPAL,No Aplica,172297912,MEDIDOR AGUA POTABLE,No Aplica,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,PAGADO,500,Sí,No,Sí,No,Sí,"AMPLIA INFRAESTRUCTURA PARA REALIZAR EVENTOS MASIVOS COMO FERIAS, CONGRESOS Y EXPOSICIONES DE GRAN ENVERGADURA. CUENTA CON UNA MEDIALUNA, SENDEROS Y CANOPY",No,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.027339006017508,3.67493161835155e-05
729,PARQUE SANTA INÉS,AVDA. LOS ROBLES ESQUINA AVDA. LOS LINGUES,24529.64142689,MUNICIPAL,NO APLICA,1215-1,Sí,NO APLICA,1985,0, , ,MUNICIPAL,No Aplica,16009092,MEDIDOR AGUA POTABLE,No Aplica,Sí,NO HAY,PORTATILES,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,Sí,"ESPACIOS PARA PICNIC, JUEGOS INFANTILES, ESTACIONAMIENTOS, CONTENEDORES DE BASURA Y MIRADORES QUE DAN HACIA EL HUMEDAL EXISTENTE EN LA ZONA",Sí,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.00672936139499886,2.57367914722253e-06
730,PARQUE HARNECKER,AVDA. PEDRO MONTT 779,59516.9358612,MUNICIPAL,NO APLICA,207-3,Sí,NO APLICA,1937,0,, ,MUNICIPAL,No Aplica,74496549,MEDIDOR AGUA POTABLE,No Aplica,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,Sí,"SE PUEDEN REALIZAR PEQUEÑOS TRAMOS DE TREKKING EN LOS DIFERENTES SENDEROS CON QUE CUENTA, EXISTE UNA CANCHA PARA JUGAR PAINTBALL, ES POSIBLE REALIZAR OBSERVACIÓN DE AVES Y SE PUEDE ACCEDER A UNA MALLA PARA JUGAR TENIS CON LA CEDULA DE IDENTIDAD",No,Sí,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.0113184224684989,6.24563595803733e-06
731,PARQUE KRAHMER,RODOLFO BECKDORF 1657,37268.22651119,B.N.U.P,NO APLICA,389-14,Sí,NO APLICA,1995,0,OTRO,Donado por Familia Krahmer,MUNICIPAL,No Aplica,40825808,MEDIDOR AGUA POTABLE,No Aplica,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,Sí,CUENTA CON SKATEPARK,No,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.0118879766137661,3.91159110881979e-06
732,JARDÍN BOTÁNICO UACH,"UNIVERSIDAD AUSTRAL DE CHILE, CAMPUS ISLA TEJA",123366.22728991,PRIVADO,UNIVERSIDAD AUSTRAL DE CHILE,Sin Información,Sí,NO APLICA,1956,0,OTRO,Universidad Autral de Chile,PRIVADO,Universidad Austral de Chile,0,OTRO,No cuenta con sistema de riego,No,PORTATILES,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"SE UBICA A ORILLAS DEL RÍO CAU-CAU Y PARTE DEL CAMPUS DE LA UNIVERSIDAD AUSTRAL, POSEE MÁS DE MIL ESPECIES CULTIVADAS AUTÓCTONAS Y EXÓTICAS LAS CUALES SE ENCUENTRAN IDENTIFICADAS POR SU NOMBRE Y LUGAR DE ORIGEN. CUENTA CON ESPACIOS PARA LA REALIZACI",Sí,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE. LOS BAÑOS PARA ASISTENTES PORTÁTILES SOLO SE INSTALAN EN ÉPOCA ESTIVAL.,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.0161727062968959,1.2942646234775e-05
733,PARQUE URBANO EL BOSQUE,AVDA. SIMPSON 301,76100.16159527,PRIVADO,INMOBILIARIA SOCOVESA,2369-2,Sí,NO APLICA,1995,0,OTRO,Privado,PRIVADO,Comité Ecológico Lemu Lahuen,20000000,MEDIDOR AGUA POTABLE,No Aplica,Sí,PORTATILES,CONSTRUIDOS,CONSOLIDADO,PAGADO,800,No,No,No,No,No,"PRESENTA DIVERSOS SENDEROS, ADEMÁS DE PASARELAS DE ACCESO UNIVERSAL Y MIRADORES PARA EL AVISTAMIENTO DE LA FAUNA. CUENTA CON ESTACIONAMIENTO PARA BICICLETAS AL INTERIOR.",Sí,No,Sí,No,"EL COMITÉ SE ENCUENTRA EJECUTANDO UN PROYECTO FPA LLAMADO AULA VIVA, QUE IMPLICA CONSTRUCCIÓN BAÑOS PÚBLICOS CON INCLUSIÓN ENTRE OTROS EQUIPAMIENTOS, LOS CUALES ESTARÁN DISPONIBLES EN ABRIL 2018",Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.0146896653652258,7.98808747389586e-06
734,ARBORETUM Y FUNDO TEJA NORTE,"MANUEL H. AGÜERO S/N, INTERIOR",1535412.34050885,PRIVADO,UNIVERSIDAD AUSTRAL DE CHILE,Sin Información,Sí,NO APLICA,1971,,OTRO,Universidad Austral de Chile,PRIVADO,Universidad Austral de Chile,,OTRO,No cuenta son sistema de riego,No,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,,No,No,No,No,No,"AMBOS PREDIOS CUENTAN CON CIRCUITOS DE SENDEROS Y MIRADORES, EL FUNDO TEJA NORTE  CUENTA CON CABALGATAS Y QUINCHO PARA EVENTOS. EN EL ARBORETUM SE PUEDE ACCEDER A TOUR GUIADOS PREVIA RESERVA",No,No,No,No,BAÑOS PARA ASISTENTES SOLO EN ALGUNAS DEPENDENCIAS. EN EL PARQUE PROPIAMENTE TAL NO EXISTEN BAÑOS PARA LOS ASISTENTES,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.061458283465438,0.000161061618672661
735,PARQUE INÉS DE SUAREZ -  LOS JAZMINES,"CALLES LAS ZINNIAS, BRASIL, LAS GARDENIAS/TAMARINDO, LAS ILUSIONES/HELIOTROPOS, TAMARINDO/URUGUAY",16040.48064357,B.N.U.P,NO APLICA,Sin Información,Sí,NO APLICA,2017,648474000,MIXTO,Programa Recuperación de Espacios Públicos MINVU,MUNICIPAL,No Aplica,,CAMION ALJIBE,No Aplica,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,CUENTA CON BICIESTACIONAMIENTOS,No,No,Sí,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.011032975206926,1.68339436593458e-06
736,PARQUE LONDRES,CALLE LONDRES S/N,46792.21940306,SERVIU,NO APLICA,2433-1,Sí,NO APLICA,,,,,OTRO,,,OTRO,No tiene sistema de riego,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,,No,No,No,No,No,CUENTA CON ALGUNOS SENDEROS,No,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.0103833627872005,4.91161190802734e-06
737,RESERVA NATURAL QUEBRADA HUACHOCOPIHUE,AVDA. FRANCIA CON AVDA. SIMPSON,29612.77785311,MIXTO,SERVIU Y MUNICIPALIDAD,Sin Información,Sí,NO APLICA,,,,,OTRO,Sin información,,OTRO,No cuenta con sistema de riego,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,,No,No,No,No,No,ALGUNOS SENDEROS DE BAJO NIVEL CONSOLIDACIÓN,No,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.0126992253899851,3.10816555276056e-06
738,PARQUE ROCURA,"CALLE ROCURA, LAS ANIMAS",27880.32393566,SERVIU,NO APLICA,Sin Información,Sí,NO APLICA,1973,,,,OTRO,Sin Información,,OTRO,No cuenta con sistema de riego,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,,No,No,Sí,No,No,CUENTA CON ALGUNOS SENDEROS INFORMALES,No,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.00701450079548759,2.92537192455246e-06
739,ÁREA VERDE BORDE HUMEDAL SECTOR KRAHMER,CALLE RICARDO KRAHMER,11876.92877667,B.N.U.P,NO APLICA,Sin Información,Sí,NO APLICA,,,,,MUNICIPAL,No Aplica,,CAMION ALJIBE,No Aplica,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,,Sí,No,Sí,No,No,NO,No,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.0066653633319209,1.24665595242404e-06
740,RESERVA NATURAL BORDE HUMEDAL ANGACHILLA,CALLE INTENDENTE JOSÉ ANTONIO PLAZA,17202.12969766,B.N.U.P,NO APLICA,Sin Información,Sí,NO APLICA,,,,,MUNICIPAL,No Aplica,,OTRO,No cuenta con sistema de riego,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,,Sí,No,No,No,No,NO,No,No,No,No,INFORMACIÓN EN BLANCO SE DESCONOCE,Catastro Nacional de Parques Urbanos,Parques Urbanos,14101,14,141,0.010848805337406,1.80599791688742e-06
741,PARQUE SECTOR COSTANERA POBLACION LIBERTAD,CAROL URZUA N° 18,14406.39706238,MUNICIPAL,N/A,10-26,Sí,ACTUAL ÁREA ZR EN PRC 1992,2015,62986105,MIXTO,FRIL-TURISMO,OTRO,Municipal - Comunidad,1594668,POZO,N/A,Sí,CONSTRUIDOS,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,Sí,"EQUIPAMIENTO DE TÉNIS DE MESA, EQUIPAMIENTO PARA EST. BICICLETAS, ILUMINACIÓN AUTÓNOMA.",No,Sí,No,No,"SE HABILITÓ INICIALMENTE UN ÁREA DE QUINCHOS, CON SERVICIOS HIGIÉNICOS Y DUCHAS PARA LOS VISITANTES.",Catastro Nacional de Parques Urbanos,Parques Urbanos,14105,14,141,0.00729064256482829,1.50913564534616e-06
742,PARQUE EX CAMPAMENTO PAMPA MUÑOZ,JUAN VERDAGUER S/N,16245.24586955,MUNICIPAL,TRASPASADO AL MUNICIPIO POR SERVIU VÍA PERMUTA,105-56,Sí,N/A,2014,1430084969,MINVU,Fondo de erradicación de campamentos,OTRO,Municipal /,454800,MEDIDOR AGUA POTABLE,N/A,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,Sí,Sí,No,NO,No,No,No,No,CONSTRUIDO BAJO PROGRAMA DE ERRADICACIÓN DE CAMPAMENTOS,Catastro Nacional de Parques Urbanos,Parques Urbanos,14105,14,141,0.00663173510576783,1.70159622650259e-06
743,PARQUE CHIMILLUCO,AVDA. 11 DE SEPTIEMBRE S/N,89693.92124997,OTRO,"TERRENO MUNICIPAL EN ""LEASE BACK"" CON BANCOESTADO",104-24,Sí,N/A,2003,0,MUNICIPAL,Sin información sobre costos asociados a apertura,MUNICIPAL,N/A,0,OTRO,Cercania a Río - Riego natural,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,Sí,NO,No,No,No,No,"TERRENO MUNICIPAL EN ""LEASE BACK"" CON BANCOESTADO HASTA EL AÑO 2023. EN LA FIGURA DEL LEASE BACK SE DEJA ESTABLECIDO QUE EL USUFRUCTO DE LA PROPIEDAD ES PARA LA MUNICIPALIDAD DE MÁFIL Y QUE SE AUTORIZA LA INTERVENCIÓN.",Catastro Nacional de Parques Urbanos,Parques Urbanos,14105,14,141,0.0133452053732732,9.39555116751008e-06
744,PARQUE HÉROES DE LA CONCEPCIÓN,AVENIDA ALEJANDRO AZOLAS INTERSECTA CON CALLE FRANCISCO BILBAO,6947.19308252,B.N.U.P,,Sin Rol,No,"ZONA MIXTA 1, ÁREA VERDE PERMITIDA",1982,4000000,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,19174216,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,No,"ANFITEATRO SEMI CONSOLIDADO, MONUMENTOS",Sí,No,No,No,NO SE ENCONTRÓ INFORMACIÓN RELACIONADA A LA FUENTE DE FINANCIAMIENTO,Catastro Nacional de Parques Urbanos,Parques Urbanos,15101,15,151,0.00495063108968824,5.94436768499849e-07
745,PLAZA ÓSCAR BONILLA,AVENIDA ARGENTINA INTERSECTA CON PASAJE 11,5796.07596562,B.N.U.P, ,Sin Rol,No,"ZONA MIXTA 1, ÁREA VERDE PERMITIDA",1982,4825932,MUNICIPAL, ,MUNICIPAL, ,15996960,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,No,"GRADERÍAS, SOMBREADEROS, ESCAÑOS",No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,15101,15,151,0.00345515044375404,4.95953059297024e-07
746,PLAZA LOS LEONES,CALLE ANTOFAGASTA INTERSECTA CON CALLE COVADONGA,6118.36388348,B.N.U.P, ,Sin Rol,No,"ZONA RESIDENCIAL 3, ÁREA VERDE PERMITIDA",0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,16877400,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,No,NO HAY,No,No,No,No,"NO SE ENCONTRÓ INFORMACIÓN RELACIONADA AL AÑO DE APERTURA, COSTO DE CONSTRUCCIÓN Y FUENTE DE FINANCIAMIENTO",Catastro Nacional de Parques Urbanos,Parques Urbanos,15101,15,151,0.0028907029446715,5.23573568255659e-07
747,PASEO BALNEARIO LA LISERA,AVENIDA COMANDANTE SAN MARTÍN S/N,7406.82139564,OTRO,CONCESIÓN MARÍTIMA,250-13,No,"ZONA DE EQUIPAMIENTO, ESPARCIMIENTO, DEPORTE Y TUR",1968,680000,OTRO,Junta de Adelanto de Arica,MUNICIPAL, ,20440560,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,Sí,Sí,Sí,Sí,"RECEPCIÓN FINAL AÑO 1968 DE CAMARINES HOMBRE MUJER, FUENTE DE SODA, PLATAFORMA DE SALTOS, JARDINES, PARQUE ESTACIONAMIENTO, PISTA BAILE",Catastro Nacional de Parques Urbanos,Parques Urbanos,15101,15,151,0.00832078287532556,6.3385056918182e-07
748,PARQUE IGNACIO CARRERA PINTO,AVENIDA SANTIAGO ARATA INTERSECTA CON CALLE EMILIO GUTIÉRREZ,9649.82360772,B.N.U.P, ,Sin Rol,No,ZONA ESPACIO PÚBLICO DESTINADO A ÁREA VERDE PÚBLIC,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,26634000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,NO HAY,No,No,No,No,"NO SE ENCONTRÓ INFORMACIÓN RELACIONADA AL AÑO DE APERTURA, COSTO DE CONSTRUCCIÓN Y FUENTE DE FINANCIAMIENTO",Catastro Nacional de Parques Urbanos,Parques Urbanos,15101,15,151,0.0083258340220733,8.25562037942466e-07
749,PARQUE VICUÑA MACKENNA,AVENIDA COMANDANTE SAN MARTÍN INTERSECTA CON CALLE CARLOS CONDELL,13642.5585477,B.N.U.P, ,Sin Rol,No,ZONA ESPACIO PÚBLICO DESTINADO A ÁREA VERDE PÚBLIC,1989,5999797,MUNICIPAL, ,MUNICIPAL, ,37651920,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,"ESCENARIO, EXPLANADA, PILETAS, MONUMENTO",No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,15101,15,151,0.00458220416301041,1.16738017214685e-06
750,PASEO BALNEARIO CHINCHORRO,AVENIDA RAÚL PEY S/N,12520.49735978,B.N.U.P, ,638-1 BAÑOS / 638-23 PLAYA,No,ZONA TURÍSTICA 2,1967,93624,OTRO,Junta de Adelanto de Arica,MUNICIPAL, ,34555200,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,ANFITEATRO,No,No,No,No,"VALOR DE CONSTRUCCIÓN EN ESCUDOS CORRESPONDIENTE A LOS BAÑOS, PASEO CORRESPONDE A BNUP DE ACUERDO A RESOLUCIÓN N° 1402 DEL 09/02/1995 DE DOM",Catastro Nacional de Parques Urbanos,Parques Urbanos,15101,15,151,0.0101407874061298,1.07129121620055e-06
751,PARQUE CENTENARIO,AVENIDA ESPAÑA 2820,98201.90815193,MUNICIPAL,,636-5,Sí,,1981,298984,NO CUENTA CON FINANCIAMIENTO,,MUNICIPAL,,283901880,POZO,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,Sí,,No,No,No,No,"SE HA CONSIDERADO 1981 COMO AÑO DE APERTURA, DE ACUERDO A RECEPCIÓN DE BAÑOS PÚBLICOS. EN 1980 SE RECEPCIONA EL CIERRE PERIMETRAL DEL PARQUE. NO SE ENCONTRÓ INFORMACIÓN RELACIONADA A LA FUENTE DE FINANCIAMIENTO.",Catastro Nacional de Parques Urbanos,Parques Urbanos,15101,15,151,0.0136252623503112,8.40232085192917e-06
752,NN06-BIOBÍO,CALLE ALMIRANTE LATORRE,5561.36127403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,08301,08,083,0.00470562117718357,5.65602475801092e-07
753,NN 14,,7416.71800658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,07108,07,071,0.00381608105286258,7.34645605157811e-07
754,PLAZA CUMPEO,,6115.91844282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,07108,07,071,0.00305799789705743,6.0579532102457e-07
755,NN 16,,6005.04885144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,07103,07,071,0.00366649453544281,5.93003765154009e-07
756,PLAZA BORDE ACTIVO ROQUE ESTEBAN SCARPA,INTERSECCIÓN DE TRONCOS VIEJOS CON PORVENIR,21912.67238668,MUNICIPAL,,No tiene,Sí,,2000,,NO CUENTA CON FINANCIAMIENTO,,MUNICIPAL,,8222400,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,Sí,No,No,,No,No,No,No,"EL TERRENO SE COMPONE DE ESPACIOS RECREATIVOS AISLADOS Y NO COMO UN PARQUE O PLAZA CONSOLIDADA, INSTALADOS MEDIANTE PRESUPUESTOS PARTICIPATIVOS Y POR LA CONSTRUCTORA QUE DESARROLLÓ PROYECTOS HABITACIONALES EN EL SECTOR.",Catastro Nacional de Parques Urbanos,Parques Urbanos,05804,05,058,0.0105250620708289,2.11467795666741e-06
757,PLAZA PRAT,"Entre Calles Thompson, Serrano, Anibal Pinto y Baquedano",10670.90770705,B.N.U.P,,,,,,,,,MUNICIPAL,,,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"Atractivos turisticos, juego de agua y reloj",Sí,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,01101,01,011,0.0039371513972115,9.22746560739905e-07
758,PLAZA DE ARMAS DE SANTA JUANA,CALLE YUNGAY,12505.19575518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,08109,08,081,0.00444906854392292,1.26599830520247e-06
759,PLAZA DE ARMAS DE HUÉPIL,CALLE INDEPENDENCIA,8939.01149882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,08312,08,083,0.00387752597897457,9.06945265537748e-07
760,PLAZA LAS PALMERAS,,10812.59737509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,02101,02,021,0.00450928529952071,9.56619625018348e-07
761,NN08_BIOBÍO,CALLE LUIS FERNÁNDEZ Y CÓRDOVA,78110.38382889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,08109,08,081,0.0126132166999639,7.90707955209365e-06
